X,Y,OBJECTID,ID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,DATECREATE
-82.0284762799999,35.663395570000034,4136,0010728752,MCDOWELL HOSPITAL,430 RANKIN DRIVE,NOT AVAILABLE,MARION,NC,28752,NOT AVAILABLE,(828) 659-5000,GENERAL ACUTE CARE,OPEN,65,MCDOWELL,37111,USA,35.66339557,-82.02847628,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.mcdhospital.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,65,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-83.378688919999945,35.18466141600004,4137,0002628744,ANGEL MEDICAL CENTER,120 RIVERVIEW STREET,NOT AVAILABLE,FRANKLIN,NC,28744,NOT AVAILABLE,(828) 524-8411,GENERAL ACUTE CARE,OPEN,59,MACON,37113,USA,35.184661416,-83.3786889199999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.angelmed.org,NOT AVAILABLE,NOT AVAILABLE,37,GOVERNMENT - DISTRICT/AUTHORITY,-999,59,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-83.18589112899997,35.086586511000057,4138,0007928741,HIGHLANDS-CASHIERS HOSPITAL,190 HOSPITAL DRIVE,NOT AVAILABLE,HIGHLANDS,NC,28741,NOT AVAILABLE,(828) 526-1200,GENERAL ACUTE CARE,OPEN,24,MACON,37113,USA,35.0865865110001,-83.185891129,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.hchospital.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,24,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-82.467080417999966,35.32031436200004,4139,0000228791,MARGARET R. PARDEE MEMORIAL HOSPITAL,800 NORTH JUSTICE STREET,NOT AVAILABLE,HENDERSONVILLE,NC,28791,NOT AVAILABLE,(828) 696-1000,GENERAL ACUTE CARE,OPEN,222,HENDERSON,37089,USA,35.320314362,-82.467080418,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.pardeehospital.org,NOT AVAILABLE,NOT AVAILABLE,37,GOVERNMENT - LOCAL,-999,222,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-82.488193010999964,35.390043302000038,4140,0001728732,PARK RIDGE HOSPITAL,100 HOSPITAL DRIVE,NOT AVAILABLE,HENDERSONVILLE,NC,28732,NOT AVAILABLE,(828) 684-8501,GENERAL ACUTE CARE,OPEN,103,HENDERSON,37089,USA,35.390043302,-82.488193011,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.parkridgehealth.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,103,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-82.942508883999949,35.525381277000065,4141,0007628721,MEDWEST - HAYWOOD,262 LEROY GEORGE DRIVE,NOT AVAILABLE,CLYDE,NC,28721,NOT AVAILABLE,(828) 456-7311,GENERAL ACUTE CARE,OPEN,190,HAYWOOD,37087,USA,35.5253812770001,-82.9425088839999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.haymed.org,NOT AVAILABLE,NOT AVAILABLE,37,GOVERNMENT - DISTRICT/AUTHORITY,-999,190,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-78.634666179999954,35.307032736000046,4142,0003328335,BETSY JOHNSON HOSPITAL,800 TILGHMAN DR,NOT AVAILABLE,DUNN,NC,28335,NOT AVAILABLE,(910) 892-7161,GENERAL ACUTE CARE,OPEN,151,HARNETT,37085,USA,35.3070327360001,-78.63466618,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.bjrh.org/,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,151,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-77.429718657999942,36.12914214400007,4143,0001627874,OUR COMMUNITY HOSPITAL,921 JUNIOR HIGH ROAD,NOT AVAILABLE,SCOTLAND NECK,NC,27874,NOT AVAILABLE,(252) 826-4144,GENERAL ACUTE CARE,OPEN,100,HALIFAX,37083,USA,36.1291421440001,-77.429718658,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.och-bltc.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,100,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-77.646414114999985,36.43200620900005,4144,0007427870,HALIFAX REGIONAL MEDICAL CENTER,250 SMITH CHURCH ROAD,NOT AVAILABLE,ROANOKE RAPIDS,NC,27870,NOT AVAILABLE,(252) 535-8011,GENERAL ACUTE CARE,OPEN,206,HALIFAX,37083,USA,36.4320062090001,-77.646414115,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.halifaxmedicalcenter.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,206,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-79.786457379999945,36.090884738000057,4145,0000827401,MOSES CONE MEMORIAL HOSPITAL,1200 NORTH ELM ST,NOT AVAILABLE,GREENSBORO,NC,27401,NOT AVAILABLE,(336) 832-7000,GENERAL ACUTE CARE,OPEN,906,GUILFORD,37081,USA,36.0908847380001,-79.7864573799999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.conehealth.com/locations/moses-cone-hospital/,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,906,LEVEL II,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-80.013394316999936,35.962823799000013,4146,0007827261,HIGH POINT REGIONAL HEALTH SYSTEM,601 NORTH ELM STREET,NOT AVAILABLE,HIGH POINT,NC,27261,NOT AVAILABLE,(336) 878-6000,GENERAL ACUTE CARE,OPEN,384,GUILFORD,37081,USA,35.962823799,-80.013394317,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.highpointregional.com,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,384,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-79.770365023999943,36.049263826000065,4147,0008627406,KINDRED HOSPITAL - GREENSBORO,2401 SOUTHSIDE BLVD,NOT AVAILABLE,GREENSBORO,NC,27406,NOT AVAILABLE,(336) 271-2800,GENERAL ACUTE CARE,OPEN,124,GUILFORD,37081,USA,36.0492638260001,-79.7703650239999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2013-09-27T00:00:00.000Z,http://www.khgreensboro.com,NOT AVAILABLE,NOT AVAILABLE,37,PROPRIETARY,-999,124,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-79.825418580999951,36.083426061000061,4148,0012227403,WESLEY LONG COMMUNITY HOSPITAL,501 N ELAM AVENUE,NOT AVAILABLE,GREENSBORO,NC,27403,NOT AVAILABLE,(336) 854-6100,GENERAL ACUTE CARE,OPEN,175,GUILFORD,37081,USA,36.0834260610001,-79.825418581,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.conehealth.com/locations/wesley-long-hospital,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,175,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-83.20300137299995,35.386010888000037,4149,0007528779,HARRIS REGIONAL HOSPITAL,68 HOSPITAL RD,NOT AVAILABLE,SYLVA,NC,28779,NOT AVAILABLE,(828) 586-7000,GENERAL ACUTE CARE,OPEN,86,JACKSON,37099,USA,35.386010888,-83.203001373,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.myharrisregional.com/,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,86,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-80.82871473799996,35.818428674000074,4150,0006028687,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSVILLE ROAD,NOT AVAILABLE,STATESVILLE,NC,28687,NOT AVAILABLE,(704) 873-0281,GENERAL ACUTE CARE,OPEN,149,IREDELL,37097,USA,35.8184286740001,-80.828714738,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.davisregional.com,NOT AVAILABLE,NOT AVAILABLE,37,PROPRIETARY,-999,149,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-80.878068336999945,35.799261529000034,4151,0008328677,"IREDELL MEMORIAL HOSPITAL, INCORPORATED",557 BROOKDALE DRIVE,NOT AVAILABLE,STATESVILLE,NC,28677,NOT AVAILABLE,(704) 878-4500,GENERAL ACUTE CARE,OPEN,247,IREDELL,37097,USA,35.799261529,-80.8780683369999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.iredellmemorial.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,247,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-76.995234981999943,36.285431303000053,4152,0009627910,VIDANT ROANOKE-CHOWAN HOSPITAL,500 SOUTH ACADEMY STREET,NOT AVAILABLE,AHOSKIE,NC,27910,NOT AVAILABLE,(252) 209-3000,GENERAL ACUTE CARE,OPEN,114,HERTFORD,37091,USA,36.2854313030001,-76.9952349819999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,https://www.vidanthealth.com/roanokechowan/dynamic-detail.aspx?id=449,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,114,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-77.952468702999965,35.39848375300005,4153,0011727533,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DRIVE,NOT AVAILABLE,GOLDSBORO,NC,27533,NOT AVAILABLE,(919) 736-1110,GENERAL ACUTE CARE,OPEN,316,WAYNE,37191,USA,35.3984837530001,-77.952468703,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.waynehealth.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,316,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-77.943813091999971,35.718558670000036,4154,0011927893,WILSON MEDICAL CENTER,1705 TARBORO ST. SW,NOT AVAILABLE,WILSON,NC,27893,NOT AVAILABLE,(252) 399-8040,GENERAL ACUTE CARE,OPEN,317,WILSON,37195,USA,35.7185586700001,-77.943813092,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.wilmed.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,317,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-80.671125477999965,36.135283917000031,4155,0008127055,YADKIN VALLEY COMMUNITY HOSPITAL,624 WEST MAIN ST,NOT AVAILABLE,YADKINVILLE,NC,27055,NOT AVAILABLE,(336) 679-2041,GENERAL ACUTE CARE,OPEN,22,YADKIN,37197,USA,36.135283917,-80.671125478,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.yadkinhospital.com/,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,22,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-78.618125955999957,35.828532571000039,4156,0006127611,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST ROAD,NOT AVAILABLE,RALEIGH,NC,27611,NOT AVAILABLE,(919) 954-3000,GENERAL ACUTE CARE,OPEN,186,WAKE,37183,USA,35.828532571,-78.618125956,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.dukehealthraleigh.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,186,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-78.703171913999938,35.817488637000054,4157,0009527607,REX HOSPITAL,4420 LAKE BOONE TRAIL,NOT AVAILABLE,RALEIGH,NC,27607,NOT AVAILABLE,(919) 784-3100,GENERAL ACUTE CARE,OPEN,514,WAKE,37183,USA,35.8174886370001,-78.7031719139999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.rexhealth.com,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,514,LEVEL I,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-78.587901970999965,35.784511348000024,4158,0011327620,WAKEMED,3000 NEW BERN AVENUE,NOT AVAILABLE,RALEIGH,NC,27620,NOT AVAILABLE,(919) 350-8000,GENERAL ACUTE CARE,OPEN,870,WAKE,37183,USA,35.784511348,-78.587901971,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.wakemed.org/subhome.cfm?id=52,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,870,I,Y,2013-03-22T00:00:00.000Z
-78.781456306999985,35.740224051000034,4159,0011427511,WAKEMED CARY HOSPITAL,1900 KILDAIRE FARM RD.,NOT AVAILABLE,CARY,NC,27511,NOT AVAILABLE,(919) 350-2550,GENERAL ACUTE CARE,OPEN,150,WAKE,37183,USA,35.740224051,-78.781456307,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.wakemed.org/subhome.cfm?id=54,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,150,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-78.597837392999963,35.909082321000028,4160,0012127614,WAKEMED NORTH HEALTHPLEX,10000 FALLS OF NEUSE ROAD,NOT AVAILABLE,RALEIGH,NC,27614,NOT AVAILABLE,(919) 350-1300,GENERAL ACUTE CARE,OPEN,61,WAKE,37183,USA,35.909082321,-78.597837393,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.wakemed.org/landing.cfm?id=1848,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,61,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-78.449446454999986,36.330865061000054,4161,0000327536,MARIA PARHAM MEDICAL CENTER,566 RUIN CREEK ROAD,NOT AVAILABLE,HENDERSON,NC,27536,NOT AVAILABLE,(252) 436-1100,GENERAL ACUTE CARE,OPEN,102,VANCE,37181,USA,36.3308650610001,-78.449446455,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.mariaparham.com,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,102,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-81.677914821999934,36.12891688600007,4162,0003528605,BLOWING ROCK HOSPITAL,418 CHESTNUT STREET,NOT AVAILABLE,BLOWING ROCK,NC,28605,NOT AVAILABLE,(828) 295-3136,GENERAL ACUTE CARE,CLOSED,100,WATAUGA,37189,USA,36.1289168860001,-81.6779148219999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2012-07-03T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://https://apprhs.org/locations/blowing-rock-hospital,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,100,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-81.65152935499998,36.198468858000062,4163,0011628607,"WATAUGA MEDICAL CENTER, INC.",336 DEERFIELD ROAD,NOT AVAILABLE,BOONE,NC,28607,NOT AVAILABLE,(828) 262-4100,GENERAL ACUTE CARE,OPEN,117,WATAUGA,37189,USA,36.1984688580001,-81.651529355,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://https://apprhs.org/locations/watauga-medical-center,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,117,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-80.522842413999953,34.975706789000071,4164,0004428111,CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DRIVE,NOT AVAILABLE,MONROE,NC,28111,NOT AVAILABLE,(704) 283-3100,GENERAL ACUTE CARE,OPEN,227,UNION,37179,USA,34.9757067890001,-80.522842414,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.carolinashealthcare.org/cmc-uniong,NOT AVAILABLE,NOT AVAILABLE,37,GOVERNMENT - DISTRICT/AUTHORITY,-999,227,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-82.711910287999956,35.256139104000063,4165,0011028712,"TRANSYLVANIA COMMUNITY HOSPITAL, INC. AND BRIDGEWAY",P O BOX 1116,NOT AVAILABLE,BREVARD,NC,28712,NOT AVAILABLE,(828) 884-9111,GENERAL ACUTE CARE,OPEN,94,TRANSYLVANIA,37175,USA,35.2561391040001,-82.711910288,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-03-12T00:00:00.000Z,http://www.trhospital.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,94,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-83.444792567999968,35.434485493000068,4166,0010628713,SWAIN COMMUNITY HOSPITAL,45 PLATEAU ST,NOT AVAILABLE,BRYSON CITY,NC,28713,NOT AVAILABLE,(828) 488-2155,GENERAL ACUTE CARE,OPEN,48,SWAIN,37173,USA,35.4344854930001,-83.444792568,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.myswaincommunity.com/,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,48,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-80.612168097999984,36.488604093000042,4167,0001427030,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD STREET,NOT AVAILABLE,MOUNT AIRY,NC,27030,NOT AVAILABLE,(336) 719-7100,GENERAL ACUTE CARE,OPEN,133,SURRY,37171,USA,36.488604093,-80.612168098,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.northernhospital.com,NOT AVAILABLE,NOT AVAILABLE,37,GOVERNMENT - DISTRICT/AUTHORITY,-999,133,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-80.838302664999958,36.261864605000028,4168,0008228621,"HUGH CHATHAM MEMORIAL HOSPITAL, INC.",180 PARKWOOD DRIVE,NOT AVAILABLE,ELKIN,NC,28621,NOT AVAILABLE,(336) 527-7000,GENERAL ACUTE CARE,OPEN,93,SURRY,37171,USA,36.261864605,-80.838302665,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.hughchatham.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,93,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-80.075940022999987,34.961429174000038,4169,0002828170,ANSON COMMUNITY HOSPITAL,500 MORVEN RD,NOT AVAILABLE,WADESBORO,NC,28170,NOT AVAILABLE,(704) 694-5131,GENERAL ACUTE CARE,CLOSED,147,ANSON,37007,USA,34.961429174,-80.075940023,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2012-07-03T00:00:00.000Z,IMAGERY WITH OTHER,2013-09-30T00:00:00.000Z,http://www.carolinashealthcare.org/anson-community-hospital,NOT AVAILABLE,NOT AVAILABLE,37,GOVERNMENT - DISTRICT/AUTHORITY,-999,147,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-81.114611005999961,36.509521051000036,4170,0002528675,ALLEGHANY MEMORIAL HOSPITAL,233 DOCTORS STREET,NOT AVAILABLE,SPARTA,NC,28675,NOT AVAILABLE,(336) 372-5511,GENERAL ACUTE CARE,OPEN,41,ALLEGHANY,37005,USA,36.509521051,-81.114611006,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.amhsparta.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,41,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-79.502243566999937,36.061203888000065,4171,0000127216,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL ROAD,NOT AVAILABLE,BURLINGTON,NC,27216,NOT AVAILABLE,(336) 538-7450,GENERAL ACUTE CARE,OPEN,238,ALAMANCE,37001,USA,36.0612038880001,-79.5022435669999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.armc.com,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,238,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-81.457523177999974,36.423308531000032,4172,0002928640,"ASHE MEMORIAL HOSPITAL, INC.",200 HOSPITAL AVE.,NOT AVAILABLE,JEFFERSON,NC,28640,NOT AVAILABLE,(336) 846-7101,GENERAL ACUTE CARE,OPEN,76,ASHE,37009,USA,36.423308531,-81.457523178,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.ashememorial.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,76,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
